cluster_id,prompt_idx,baseline_logit_diff,joint_logit_diff,joint_effect,individual_sum,interaction_term,interaction_ratio,sign_flipped_joint,predicted_sign_flip,correct_answer,level,sign_correct
6,358,1.125,1.3125,0.1875,4.25,-4.0625,0.0441,False,False,alpha,3,True
7,358,1.125,0.625,-0.5,-1.9375,1.4375,0.2581,False,True,alpha,3,True
8,358,1.125,1.1875,0.0625,0.9375,-0.875,0.0667,False,False,alpha,3,True
9,358,1.125,1.0625,-0.0625,-0.0625,0.0,1.0,False,False,alpha,3,True
10,358,1.125,1.625,0.5,1.75,-1.25,0.2857,False,False,alpha,3,True
11,358,1.125,1.375,0.25,1.375,-1.125,0.1818,False,False,alpha,3,True
0,359,1.1875,1.0,-0.1875,-1.4375,1.25,0.1304,False,True,alpha,3,True
1,359,1.1875,1.25,0.0625,0.0625,0.0,1.0,False,False,alpha,3,True
2,359,1.1875,1.1875,0.0,0.0,0.0,,False,False,alpha,3,True
3,359,1.1875,0.875,-0.3125,-0.9375,0.625,0.3333,False,False,alpha,3,True
4,359,1.1875,1.0,-0.1875,-0.0625,-0.125,3.0,False,False,alpha,3,True
5,359,1.1875,0.8125,-0.375,-1.125,0.75,0.3333,False,False,alpha,3,True
6,359,1.1875,0.8125,-0.375,4.25,-4.625,-0.0882,False,False,alpha,3,True
7,359,1.1875,0.8125,-0.375,-1.6875,1.3125,0.2222,False,True,alpha,3,True
8,359,1.1875,1.0,-0.1875,0.6875,-0.875,-0.2727,False,False,alpha,3,True
9,359,1.1875,1.25,0.0625,0.625,-0.5625,0.1,False,False,alpha,3,True
10,359,1.1875,1.5,0.3125,1.1875,-0.875,0.2632,False,False,alpha,3,True
11,359,1.1875,1.5,0.3125,1.8125,-1.5,0.1724,False,False,alpha,3,True
0,360,1.0625,0.8125,-0.25,-1.625,1.375,0.1538,False,True,alpha,3,True
1,360,1.0625,1.125,0.0625,0.125,-0.0625,0.5,False,False,alpha,3,True
2,360,1.0625,1.1875,0.125,0.1875,-0.0625,0.6667,False,False,alpha,3,True
3,360,1.0625,0.75,-0.3125,-0.75,0.4375,0.4167,False,False,alpha,3,True
4,360,1.0625,1.1875,0.125,0.0625,0.0625,2.0,False,False,alpha,3,True
5,360,1.0625,0.8125,-0.25,-0.8125,0.5625,0.3077,False,False,alpha,3,True
6,360,1.0625,1.0,-0.0625,4.0,-4.0625,-0.0156,False,False,alpha,3,True
7,360,1.0625,0.8125,-0.25,-1.0625,0.8125,0.2353,False,False,alpha,3,True
8,360,1.0625,1.25,0.1875,0.625,-0.4375,0.3,False,False,alpha,3,True
9,360,1.0625,1.125,0.0625,0.625,-0.5625,0.1,False,False,alpha,3,True
10,360,1.0625,1.5,0.4375,1.3125,-0.875,0.3333,False,False,alpha,3,True
11,360,1.0625,1.0625,0.0,0.0,0.0,,False,False,alpha,3,True
0,361,1.3125,1.25,-0.0625,-1.0,0.9375,0.0625,False,False,alpha,3,True
1,361,1.3125,1.375,0.0625,0.125,-0.0625,0.5,False,False,alpha,3,True
2,361,1.3125,1.4375,0.125,0.1875,-0.0625,0.6667,False,False,alpha,3,True
3,361,1.3125,1.0,-0.3125,-0.9375,0.625,0.3333,False,False,alpha,3,True
4,361,1.3125,0.875,-0.4375,-1.375,0.9375,0.3182,False,True,alpha,3,True
5,361,1.3125,1.125,-0.1875,-0.625,0.4375,0.3,False,False,alpha,3,True
6,361,1.3125,0.9375,-0.375,2.625,-3.0,-0.1429,False,False,alpha,3,True
7,361,1.3125,1.0625,-0.25,-1.0625,0.8125,0.2353,False,False,alpha,3,True
8,361,1.3125,1.1875,-0.125,1.1875,-1.3125,-0.1053,False,False,alpha,3,True
9,361,1.3125,1.375,0.0625,0.3125,-0.25,0.2,False,False,alpha,3,True
10,361,1.3125,1.625,0.3125,0.5,-0.1875,0.625,False,False,alpha,3,True
11,361,1.3125,1.4375,0.125,1.0,-0.875,0.125,False,False,alpha,3,True
0,362,0.0,0.125,0.125,0.4375,-0.3125,0.2857,True,False,beta,3,True
1,362,0.0,-0.4375,-0.4375,-2.125,1.6875,0.2059,False,False,beta,3,True
2,362,0.0,-0.1875,-0.1875,-0.6875,0.5,0.2727,False,False,beta,3,True
3,362,0.0,0.125,0.125,0.6875,-0.5625,0.1818,True,False,beta,3,True
4,362,0.0,-0.4375,-0.4375,-2.0,1.5625,0.2188,False,False,beta,3,True
5,362,0.0,-0.125,-0.125,-0.4375,0.3125,0.2857,False,False,beta,3,True
6,362,0.0,-0.625,-0.625,-5.1875,4.5625,0.1205,False,False,beta,3,True
7,362,0.0,0.3125,0.3125,1.625,-1.3125,0.1923,True,False,beta,3,True
8,362,0.0,0.0625,0.0625,-1.375,1.4375,-0.0455,True,False,beta,3,True
9,362,0.0,-0.25,-0.25,-1.5625,1.3125,0.16,False,False,beta,3,True
10,362,0.0,-0.6875,-0.6875,-2.5625,1.875,0.2683,False,False,beta,3,True
11,362,0.0,-0.375,-0.375,-2.3125,1.9375,0.1622,False,False,beta,3,True
0,363,-0.1875,0.0,0.1875,1.0,-0.8125,0.1875,False,True,beta,3,True
1,363,-0.1875,-0.5,-0.3125,-1.4375,1.125,0.2174,False,False,beta,3,True
2,363,-0.1875,-0.125,0.0625,0.0,0.0625,,False,False,beta,3,True
3,363,-0.1875,0.1875,0.375,1.3125,-0.9375,0.2857,True,True,beta,3,True
4,363,-0.1875,-0.125,0.0625,-0.0625,0.125,-1.0,False,False,beta,3,True
5,363,-0.1875,-0.3125,-0.125,-0.0625,-0.0625,2.0,False,False,beta,3,True
6,363,-0.1875,-0.5625,-0.375,-4.125,3.75,0.0909,False,False,beta,3,True
7,363,-0.1875,0.0625,0.25,1.3125,-1.0625,0.1905,True,True,beta,3,True
8,363,-0.1875,0.0,0.1875,-1.25,1.4375,-0.15,False,False,beta,3,True
9,363,-0.1875,-0.1875,0.0,-0.25,0.25,-0.0,False,False,beta,3,True
10,363,-0.1875,-0.875,-0.6875,-2.375,1.6875,0.2895,False,False,beta,3,True
11,363,-0.1875,-0.4375,-0.25,-1.25,1.0,0.2,False,False,beta,3,True
0,364,-0.6875,-0.375,0.3125,1.3125,-1.0,0.2381,False,True,beta,3,True
1,364,-0.6875,-0.9375,-0.25,-1.1875,0.9375,0.2105,False,False,beta,3,True
2,364,-0.6875,-0.5,0.1875,0.5,-0.3125,0.375,False,False,beta,3,True
3,364,-0.6875,-0.3125,0.375,1.1875,-0.8125,0.3158,False,True,beta,3,True
4,364,-0.6875,-0.9375,-0.25,-0.1875,-0.0625,1.3333,False,False,beta,3,True
5,364,-0.6875,-0.4375,0.25,0.875,-0.625,0.2857,False,True,beta,3,True
6,364,-0.6875,-1.0625,-0.375,-4.3125,3.9375,0.087,False,False,beta,3,True
7,364,-0.6875,-0.4375,0.25,1.0,-0.75,0.25,False,True,beta,3,True
8,364,-0.6875,-0.4375,0.25,-0.375,0.625,-0.6667,False,False,beta,3,True
9,364,-0.6875,-0.875,-0.1875,-1.375,1.1875,0.1364,False,False,beta,3,True
10,364,-0.6875,-1.1875,-0.5,-1.0625,0.5625,0.4706,False,False,beta,3,True
11,364,-0.6875,-1.0,-0.3125,-1.5625,1.25,0.2,False,False,beta,3,True
0,365,-0.6875,-0.375,0.3125,1.4688,-1.1562,0.2128,False,True,beta,3,True
1,365,-0.6875,-1.1875,-0.5,-2.25,1.75,0.2222,False,False,beta,3,True
2,365,-0.6875,-0.875,-0.1875,-0.4375,0.25,0.4286,False,False,beta,3,True
3,365,-0.6875,-0.3125,0.375,1.1875,-0.8125,0.3158,False,True,beta,3,True
4,365,-0.6875,-0.8125,-0.125,-1.5625,1.4375,0.08,False,False,beta,3,True
5,365,-0.6875,-0.6875,0.0,0.0625,-0.0625,0.0,False,False,beta,3,True
6,365,-0.6875,-0.9375,-0.25,-4.0625,3.8125,0.0615,False,False,beta,3,True
7,365,-0.6875,-0.4375,0.25,1.0625,-0.8125,0.2353,False,True,beta,3,True
8,365,-0.6875,-0.625,0.0625,-1.9375,2.0,-0.0323,False,False,beta,3,True
9,365,-0.6875,-1.125,-0.4375,-1.75,1.3125,0.25,False,False,beta,3,True
10,365,-0.6875,-1.375,-0.6875,-3.0,2.3125,0.2292,False,False,beta,3,True
11,365,-0.6875,-1.125,-0.4375,-2.4375,2.0,0.1795,False,False,beta,3,True
0,366,-0.375,-0.25,0.125,0.875,-0.75,0.1429,False,True,beta,3,True
1,366,-0.375,-0.5625,-0.1875,-0.9375,0.75,0.2,False,False,beta,3,True
2,366,-0.375,-0.25,0.125,0.1875,-0.0625,0.6667,False,False,beta,3,True
3,366,-0.375,0.0625,0.4375,1.25,-0.8125,0.35,True,True,beta,3,True
4,366,-0.375,-0.8125,-0.4375,-0.4688,0.0312,0.9333,False,False,beta,3,True
5,366,-0.375,-0.3125,0.0625,0.0625,0.0,1.0,False,False,beta,3,True
6,366,-0.375,-1.125,-0.75,-5.4375,4.6875,0.1379,False,False,beta,3,True
7,366,-0.375,0.0,0.375,2.0,-1.625,0.1875,False,True,beta,3,True
8,366,-0.375,-0.0625,0.3125,-0.5625,0.875,-0.5556,False,False,beta,3,True
9,366,-0.375,-0.375,0.0,-0.3125,0.3125,-0.0,False,False,beta,3,True
10,366,-0.375,-1.125,-0.75,-2.0,1.25,0.375,False,False,beta,3,True
11,366,-0.375,-0.6875,-0.3125,-1.9375,1.625,0.1613,False,False,beta,3,True
0,367,-0.875,-0.625,0.25,0.5625,-0.3125,0.4444,False,False,beta,3,True
1,367,-0.875,-1.1875,-0.3125,-1.625,1.3125,0.1923,False,False,beta,3,True
2,367,-0.875,-1.0,-0.125,-0.1875,0.0625,0.6667,False,False,beta,3,True
3,367,-0.875,-0.5,0.375,1.125,-0.75,0.3333,False,True,beta,3,True
4,367,-0.875,-1.0,-0.125,1.125,-1.25,-0.1111,False,True,beta,3,True
5,367,-0.875,-0.625,0.25,1.0,-0.75,0.25,False,True,beta,3,True
6,367,-0.875,-1.125,-0.25,-4.5,4.25,0.0556,False,False,beta,3,True
7,367,-0.875,-0.3125,0.5625,2.5,-1.9375,0.225,False,True,beta,3,True
8,367,-0.875,-0.5625,0.3125,-0.3125,0.625,-1.0,False,False,beta,3,True
9,367,-0.875,-0.8125,0.0625,0.25,-0.1875,0.25,False,False,beta,3,True
10,367,-0.875,-1.25,-0.375,-2.125,1.75,0.1765,False,False,beta,3,True
11,367,-0.875,-1.125,-0.25,-1.375,1.125,0.1818,False,False,beta,3,True
0,368,-0.625,-0.5625,0.0625,-0.0625,0.125,-1.0,False,False,beta,3,True
1,368,-0.625,-1.0,-0.375,-1.625,1.25,0.2308,False,False,beta,3,True
2,368,-0.625,-0.75,-0.125,-0.1875,0.0625,0.6667,False,False,beta,3,True
3,368,-0.625,-0.4375,0.1875,0.6875,-0.5,0.2727,False,True,beta,3,True
4,368,-0.625,-1.0,-0.375,-0.25,-0.125,1.5,False,False,beta,3,True
5,368,-0.625,-0.8125,-0.1875,-0.625,0.4375,0.3,False,False,beta,3,True
6,368,-0.625,-1.375,-0.75,-5.3125,4.5625,0.1412,False,False,beta,3,True
7,368,-0.625,-0.375,0.25,1.3125,-1.0625,0.1905,False,True,beta,3,True
8,368,-0.625,-0.25,0.375,-1.5625,1.9375,-0.24,False,False,beta,3,True
9,368,-0.625,-0.75,-0.125,-0.75,0.625,0.1667,False,False,beta,3,True
10,368,-0.625,-1.3125,-0.6875,-3.6875,3.0,0.1864,False,False,beta,3,True
11,368,-0.625,-0.9375,-0.3125,-1.5625,1.25,0.2,False,False,beta,3,True
0,369,-1.125,-0.8125,0.3125,1.4375,-1.125,0.2174,False,True,beta,3,False
1,369,-1.125,-1.3125,-0.1875,-1.0,0.8125,0.1875,False,False,beta,3,False
2,369,-1.125,-1.125,0.0,-0.125,0.125,-0.0,False,False,beta,3,False
3,369,-1.125,-0.8125,0.3125,1.1875,-0.875,0.2632,False,True,beta,3,False
4,369,-1.125,-1.125,0.0,-0.5625,0.5625,-0.0,False,False,beta,3,False
5,369,-1.125,-1.0,0.125,0.3125,-0.1875,0.4,False,False,beta,3,False
6,369,-1.125,-1.5,-0.375,-4.0,3.625,0.0938,False,False,beta,3,False
7,369,-1.125,-0.5625,0.5625,2.4375,-1.875,0.2308,False,True,beta,3,False
8,369,-1.125,-0.5625,0.5625,2.5,-1.9375,0.225,False,True,beta,3,False
9,369,-1.125,-1.375,-0.25,-1.3125,1.0625,0.1905,False,False,beta,3,False
10,369,-1.125,-1.25,-0.125,1.5625,-1.6875,-0.08,False,True,beta,3,False
11,369,-1.125,-1.25,-0.125,-0.6875,0.5625,0.1818,False,False,beta,3,False
0,370,-0.625,-0.6875,-0.0625,-0.0625,0.0,1.0,False,False,beta,3,True
1,370,-0.625,-1.0,-0.375,-1.5,1.125,0.25,False,False,beta,3,True
2,370,-0.625,-0.75,-0.125,-0.5,0.375,0.25,False,False,beta,3,True
3,370,-0.625,-0.3125,0.3125,1.125,-0.8125,0.2778,False,True,beta,3,True
4,370,-0.625,-0.75,-0.125,-0.25,0.125,0.5,False,False,beta,3,True
5,370,-0.625,-0.4375,0.1875,0.375,-0.1875,0.5,False,False,beta,3,True
6,370,-0.625,-1.0625,-0.4375,-4.3125,3.875,0.1014,False,False,beta,3,True
7,370,-0.625,-0.0625,0.5625,2.75,-2.1875,0.2045,False,True,beta,3,True
8,370,-0.625,0.0625,0.6875,2.4375,-1.75,0.2821,True,True,beta,3,True
9,370,-0.625,-0.8125,-0.1875,-0.625,0.4375,0.3,False,False,beta,3,True
10,370,-0.625,-1.0,-0.375,-1.5,1.125,0.25,False,False,beta,3,True
11,370,-0.625,-0.75,-0.125,-0.75,0.625,0.1667,False,False,beta,3,True
0,371,-0.1875,-0.125,0.0625,0.5,-0.4375,0.125,False,True,beta,3,True
1,371,-0.1875,-0.5,-0.3125,-1.0625,0.75,0.2941,False,False,beta,3,True
2,371,-0.1875,-0.25,-0.0625,-0.375,0.3125,0.1667,False,False,beta,3,True
3,371,-0.1875,-0.0625,0.125,0.625,-0.5,0.2,False,True,beta,3,True
4,371,-0.1875,-0.625,-0.4375,-3.1875,2.75,0.1373,False,False,beta,3,True
5,371,-0.1875,-0.0625,0.125,0.1875,-0.0625,0.6667,False,False,beta,3,True
6,371,-0.1875,-1.1875,-1.0,-9.3125,8.3125,0.1074,False,False,beta,3,True
7,371,-0.1875,0.625,0.8125,3.75,-2.9375,0.2167,True,True,beta,3,True
8,371,-0.1875,-0.25,-0.0625,0.0625,-0.125,-1.0,False,False,beta,3,True
9,371,-0.1875,-0.9375,-0.75,-3.3125,2.5625,0.2264,False,False,beta,3,True
10,371,-0.1875,-0.4375,-0.25,-1.5625,1.3125,0.16,False,False,beta,3,True
11,371,-0.1875,-0.5625,-0.375,-1.6875,1.3125,0.2222,False,False,beta,3,True
0,372,-0.5625,-0.4375,0.125,0.5,-0.375,0.25,False,False,beta,3,True
1,372,-0.5625,-0.75,-0.1875,-0.875,0.6875,0.2143,False,False,beta,3,True
2,372,-0.5625,-0.625,-0.0625,-0.375,0.3125,0.1667,False,False,beta,3,True
3,372,-0.5625,-0.3125,0.25,0.6875,-0.4375,0.3636,False,True,beta,3,True
4,372,-0.5625,-0.9375,-0.375,-1.5625,1.1875,0.24,False,False,beta,3,True
5,372,-0.5625,-0.5,0.0625,0.25,-0.1875,0.25,False,False,beta,3,True
6,372,-0.5625,-0.9375,-0.375,-6.4375,6.0625,0.0583,False,False,beta,3,True
7,372,-0.5625,-0.1875,0.375,1.5625,-1.1875,0.24,False,True,beta,3,True
8,372,-0.5625,-0.6875,-0.125,-0.0625,-0.0625,2.0,False,False,beta,3,True
9,372,-0.5625,-0.8125,-0.25,-1.25,1.0,0.2,False,False,beta,3,True
10,372,-0.5625,-0.8125,-0.25,-1.2812,1.0312,0.1951,False,False,beta,3,True
11,372,-0.5625,-0.9375,-0.375,-2.0,1.625,0.1875,False,False,beta,3,True
0,373,-0.625,-0.5625,0.0625,-0.2188,0.2812,-0.2857,False,False,beta,3,True
1,373,-0.625,-0.875,-0.25,-1.2812,1.0312,0.1951,False,False,beta,3,True
2,373,-0.625,-0.8125,-0.1875,-0.375,0.1875,0.5,False,False,beta,3,True
3,373,-0.625,-0.125,0.5,1.4062,-0.9062,0.3556,False,True,beta,3,True
4,373,-0.625,-1.0625,-0.4375,-1.0,0.5625,0.4375,False,False,beta,3,True
5,373,-0.625,-1.0,-0.375,-0.8438,0.4688,0.4444,False,False,beta,3,True
6,373,-0.625,-0.6875,-0.0625,-0.8438,0.7812,0.0741,False,False,beta,3,True
7,373,-0.625,-0.4375,0.1875,0.75,-0.5625,0.25,False,True,beta,3,True
8,373,-0.625,-0.25,0.375,0.125,0.25,3.0,False,False,beta,3,True
9,373,-0.625,-0.5625,0.0625,0.2812,-0.2188,0.2222,False,False,beta,3,True
10,373,-0.625,-1.3125,-0.6875,-5.125,4.4375,0.1341,False,False,beta,3,True
11,373,-0.625,-1.0625,-0.4375,-2.4688,2.0312,0.1772,False,False,beta,3,True
0,374,-0.5,-0.6875,-0.1875,-1.0,0.8125,0.1875,False,False,beta,3,True
1,374,-0.5,-0.875,-0.375,-1.5625,1.1875,0.24,False,False,beta,3,True
2,374,-0.5,-0.6875,-0.1875,-0.625,0.4375,0.3,False,False,beta,3,True
3,374,-0.5,-0.25,0.25,1.0,-0.75,0.25,False,True,beta,3,True
4,374,-0.5,-0.875,-0.375,-2.25,1.875,0.1667,False,False,beta,3,True
5,374,-0.5,-0.625,-0.125,-0.6875,0.5625,0.1818,False,False,beta,3,True
6,374,-0.5,-0.875,-0.375,-4.6875,4.3125,0.08,False,False,beta,3,True
7,374,-0.5,0.0,0.5,2.375,-1.875,0.2105,False,True,beta,3,True
8,374,-0.5,-0.4375,0.0625,0.0,0.0625,,False,False,beta,3,True
9,374,-0.5,-0.6875,-0.1875,-0.875,0.6875,0.2143,False,False,beta,3,True
10,374,-0.5,-0.625,-0.125,-0.5938,0.4688,0.2105,False,False,beta,3,True
11,374,-0.5,-0.8125,-0.3125,-1.25,0.9375,0.25,False,False,beta,3,True
0,375,-1.1875,-0.875,0.3125,1.375,-1.0625,0.2273,False,True,beta,3,True
1,375,-1.1875,-1.375,-0.1875,-0.75,0.5625,0.25,False,False,beta,3,True
2,375,-1.1875,-1.1875,0.0,0.0625,-0.0625,0.0,False,False,beta,3,True
3,375,-1.1875,-0.75,0.4375,1.3125,-0.875,0.3333,False,True,beta,3,True
4,375,-1.1875,-1.4375,-0.25,-0.4375,0.1875,0.5714,False,False,beta,3,True
5,375,-1.1875,-0.8125,0.375,0.875,-0.5,0.4286,False,False,beta,3,True
6,375,-1.1875,-1.5625,-0.375,-4.4375,4.0625,0.0845,False,False,beta,3,True
7,375,-1.1875,-0.8125,0.375,1.8125,-1.4375,0.2069,False,True,beta,3,True
8,375,-1.1875,-0.875,0.3125,1.9375,-1.625,0.1613,False,True,beta,3,True
9,375,-1.1875,-1.3125,-0.125,-0.5625,0.4375,0.2222,False,False,beta,3,True
10,375,-1.1875,-1.25,-0.0625,0.7812,-0.8438,-0.08,False,False,beta,3,True
11,375,-1.1875,-1.25,-0.0625,-0.5,0.4375,0.125,False,False,beta,3,True
0,376,-1.5,-1.3125,0.1875,0.625,-0.4375,0.3,False,False,beta,3,False
1,376,-1.5,-1.75,-0.25,-1.0,0.75,0.25,False,False,beta,3,False
2,376,-1.5,-1.3125,0.1875,0.4375,-0.25,0.4286,False,False,beta,3,False
3,376,-1.5,-1.0,0.5,1.5,-1.0,0.3333,False,False,beta,3,False
4,376,-1.5,-1.25,0.25,0.75,-0.5,0.3333,False,False,beta,3,False
5,376,-1.5,-1.375,0.125,0.4375,-0.3125,0.2857,False,False,beta,3,False
6,376,-1.5,-1.4375,0.0625,-3.25,3.3125,-0.0192,False,False,beta,3,False
7,376,-1.5,-1.0625,0.4375,1.875,-1.4375,0.2333,False,True,beta,3,False
8,376,-1.5,-1.0,0.5,3.1875,-2.6875,0.1569,False,True,beta,3,False
9,376,-1.5,-1.3125,0.1875,0.625,-0.4375,0.3,False,False,beta,3,False
10,376,-1.5,-0.75,0.75,3.5312,-2.7812,0.2124,False,True,beta,3,False
11,376,-1.5,-1.6875,-0.1875,-1.25,1.0625,0.15,False,False,beta,3,False
0,377,-0.8125,-0.75,0.0625,0.5625,-0.5,0.1111,False,False,beta,3,True
1,377,-0.8125,-1.125,-0.3125,-1.125,0.8125,0.2778,False,False,beta,3,True
2,377,-0.8125,-0.8125,0.0,0.0,0.0,,False,False,beta,3,True
3,377,-0.8125,-0.4375,0.375,1.3125,-0.9375,0.2857,False,True,beta,3,True
4,377,-0.8125,-0.875,-0.0625,0.125,-0.1875,-0.5,False,False,beta,3,True
5,377,-0.8125,-0.6875,0.125,0.1875,-0.0625,0.6667,False,False,beta,3,True
6,377,-0.8125,-1.0,-0.1875,-2.9375,2.75,0.0638,False,False,beta,3,True
7,377,-0.8125,-0.375,0.4375,1.875,-1.4375,0.2333,False,True,beta,3,True
8,377,-0.8125,-0.4375,0.375,1.75,-1.375,0.2143,False,True,beta,3,True
9,377,-0.8125,-0.875,-0.0625,-0.25,0.1875,0.25,False,False,beta,3,True
10,377,-0.8125,-0.8125,0.0,0.375,-0.375,0.0,False,False,beta,3,True
11,377,-0.8125,-0.875,-0.0625,-0.375,0.3125,0.1667,False,False,beta,3,True
0,378,-0.5,-0.375,0.125,0.6875,-0.5625,0.1818,False,True,beta,3,False
1,378,-0.5,-0.4375,0.0625,0.375,-0.3125,0.1667,False,False,beta,3,False
2,378,-0.5,-0.5625,-0.0625,-0.4375,0.375,0.1429,False,False,beta,3,False
3,378,-0.5,0.0,0.5,1.625,-1.125,0.3077,False,True,beta,3,False
4,378,-0.5,-0.9375,-0.4375,-1.4375,1.0,0.3043,False,False,beta,3,False
5,378,-0.5,-0.625,-0.125,-0.3125,0.1875,0.4,False,False,beta,3,False
6,378,-0.5,-0.5,0.0,-3.8125,3.8125,-0.0,False,False,beta,3,False
7,378,-0.5,0.0,0.5,1.9375,-1.4375,0.2581,False,True,beta,3,False
8,378,-0.5,-0.5,0.0,-1.25,1.25,-0.0,False,False,beta,3,False
9,378,-0.5,-0.875,-0.375,-1.8125,1.4375,0.2069,False,False,beta,3,False
10,378,-0.5,-1.3125,-0.8125,-2.9375,2.125,0.2766,False,False,beta,3,False
11,378,-0.5,-0.5625,-0.0625,-0.3125,0.25,0.2,False,False,beta,3,False
0,379,-1.0,-0.9375,0.0625,0.0625,0.0,1.0,False,False,beta,3,False
1,379,-1.0,-1.0,0.0,-0.0625,0.0625,-0.0,False,False,beta,3,False
2,379,-1.0,-0.875,0.125,0.3125,-0.1875,0.4,False,False,beta,3,False
3,379,-1.0,-0.5625,0.4375,1.4375,-1.0,0.3043,False,True,beta,3,False
4,379,-1.0,-1.5,-0.5,-1.25,0.75,0.4,False,False,beta,3,False
5,379,-1.0,-1.0625,-0.0625,0.0,-0.0625,,False,False,beta,3,False
6,379,-1.0,-0.8125,0.1875,-2.4375,2.625,-0.0769,False,False,beta,3,False
7,379,-1.0,-0.6875,0.3125,1.25,-0.9375,0.25,False,True,beta,3,False
8,379,-1.0,-1.125,-0.125,-2.625,2.5,0.0476,False,False,beta,3,False
9,379,-1.0,-1.125,-0.125,-1.375,1.25,0.0909,False,False,beta,3,False
10,379,-1.0,-2.0,-1.0,-4.8125,3.8125,0.2078,False,False,beta,3,False
11,379,-1.0,-1.125,-0.125,-0.8125,0.6875,0.1538,False,False,beta,3,False
0,380,-0.875,-0.625,0.25,1.0,-0.75,0.25,False,True,beta,3,False
1,380,-0.875,-0.9375,-0.0625,-0.4375,0.375,0.1429,False,False,beta,3,False
2,380,-0.875,-0.875,0.0,0.0625,-0.0625,0.0,False,False,beta,3,False
3,380,-0.875,-0.5,0.375,1.1875,-0.8125,0.3158,False,True,beta,3,False
4,380,-0.875,-1.0625,-0.1875,-0.125,-0.0625,1.5,False,False,beta,3,False
5,380,-0.875,-0.875,0.0,0.1875,-0.1875,0.0,False,False,beta,3,False
6,380,-0.875,-1.3125,-0.4375,-6.875,6.4375,0.0636,False,False,beta,3,False
7,380,-0.875,-0.4375,0.4375,1.75,-1.3125,0.25,False,True,beta,3,False
8,380,-0.875,-0.6875,0.1875,-2.6875,2.875,-0.0698,False,False,beta,3,False
9,380,-0.875,-1.1875,-0.3125,-1.6875,1.375,0.1852,False,False,beta,3,False
10,380,-0.875,-1.6875,-0.8125,-3.5938,2.7812,0.2261,False,False,beta,3,False
11,380,-0.875,-1.0,-0.125,-0.3125,0.1875,0.4,False,False,beta,3,False
0,381,-0.75,-0.625,0.125,0.4375,-0.3125,0.2857,False,False,beta,3,False
1,381,-0.75,-0.9375,-0.1875,-0.625,0.4375,0.3,False,False,beta,3,False
2,381,-0.75,-1.0,-0.25,-0.5625,0.3125,0.4444,False,False,beta,3,False
3,381,-0.75,-0.375,0.375,1.25,-0.875,0.3,False,True,beta,3,False
4,381,-0.75,-1.125,-0.375,-0.8125,0.4375,0.4615,False,False,beta,3,False
5,381,-0.75,-0.9375,-0.1875,-0.5625,0.375,0.3333,False,False,beta,3,False
6,381,-0.75,-1.1875,-0.4375,-5.75,5.3125,0.0761,False,False,beta,3,False
7,381,-0.75,-0.3125,0.4375,1.875,-1.4375,0.2333,False,True,beta,3,False
8,381,-0.75,-0.75,0.0,-2.125,2.125,-0.0,False,False,beta,3,False
9,381,-0.75,-0.9375,-0.1875,-1.25,1.0625,0.15,False,False,beta,3,False
10,381,-0.75,-1.75,-1.0,-4.1875,3.1875,0.2388,False,False,beta,3,False
11,381,-0.75,-1.1875,-0.4375,-2.3125,1.875,0.1892,False,False,beta,3,False
0,382,0.25,0.6875,0.4375,2.1875,-1.75,0.2,False,False,beta,3,True
1,382,0.25,0.375,0.125,0.375,-0.25,0.3333,False,False,beta,3,True
2,382,0.25,0.25,0.0,-0.125,0.125,-0.0,False,False,beta,3,True
3,382,0.25,0.625,0.375,1.1875,-0.8125,0.3158,False,False,beta,3,True
4,382,0.25,-0.5,-0.75,-2.3125,1.5625,0.3243,True,True,beta,3,True
5,382,0.25,0.125,-0.125,-0.5625,0.4375,0.2222,False,True,beta,3,True
6,382,0.25,-0.375,-0.625,-6.625,6.0,0.0943,True,True,beta,3,True
7,382,0.25,0.6875,0.4375,2.0,-1.5625,0.2188,False,False,beta,3,True
8,382,0.25,-0.4375,-0.6875,-5.375,4.6875,0.1279,True,True,beta,3,True
9,382,0.25,-0.3125,-0.5625,-2.375,1.8125,0.2368,True,True,beta,3,True
10,382,0.25,-0.1875,-0.4375,-3.0312,2.5938,0.1443,True,True,beta,3,True
11,382,0.25,0.125,-0.125,-0.5625,0.4375,0.2222,False,True,beta,3,True
0,383,-0.375,-0.125,0.25,1.25,-1.0,0.2,False,True,beta,3,False
1,383,-0.375,-0.5625,-0.1875,-0.1875,0.0,1.0,False,False,beta,3,False
2,383,-0.375,-0.6875,-0.3125,-0.8125,0.5,0.3846,False,False,beta,3,False
3,383,-0.375,-0.0625,0.3125,1.0625,-0.75,0.2941,False,True,beta,3,False
4,383,-0.375,-0.8125,-0.4375,-2.375,1.9375,0.1842,False,False,beta,3,False
5,383,-0.375,-0.8125,-0.4375,-1.25,0.8125,0.35,False,False,beta,3,False
6,383,-0.375,-0.875,-0.5,-5.9375,5.4375,0.0842,False,False,beta,3,False
7,383,-0.375,0.375,0.75,2.875,-2.125,0.2609,True,True,beta,3,False
8,383,-0.375,-0.3125,0.0625,-2.125,2.1875,-0.0294,False,False,beta,3,False
9,383,-0.375,-1.0,-0.625,-3.4375,2.8125,0.1818,False,False,beta,3,False
10,383,-0.375,-1.5,-1.125,-3.6875,2.5625,0.3051,False,False,beta,3,False
11,383,-0.375,-0.875,-0.5,-2.6875,2.1875,0.186,False,False,beta,3,False
