group_id,mean_effect,mean_abs_effect,positive_agreement,negative_agreement,sfr,n_prompts,cluster_id,level,latent_state_target,correct_answer,cue_label
L1-A5,0.2875,0.2875,1.0,0.0,0.0,8,6,1,alpha,alpha,emitted_2protons
L1-A6,0.2812,0.2812,1.0,0.0,0.0,8,6,1,alpha,alpha,emitted_2neutrons
L1-B1,-0.1812,0.1875,0.0,1.0,0.0833,12,6,1,beta,beta,emitted_charge_minus1
L1-B2,-0.0615,0.0906,0.0,1.0,0.1333,12,6,1,beta,beta,daughter_z_plus1
L1-B3,-0.0646,0.1208,0.0,1.0,0.0,12,6,1,beta,beta,daughter_a_unchanged
L1-B4,-0.0962,0.1612,0.0,1.0,0.0,10,6,1,beta,beta,antineutrino_emitted
L1-B5,0.0547,0.1203,1.0,0.0,0.0,8,6,1,beta,beta,emitted_mass_negligible
L1-B6,-0.1406,0.1406,0.0,1.0,0.0,8,6,1,beta,beta,daughter_n_minus1
L2-AR1,0.46,0.46,1.0,0.0,0.0,10,6,2,alpha,alpha,composition_2p2n
L2-AR2,0.285,0.2875,1.0,0.0,0.0,10,6,2,alpha,alpha,charge_plus_mass
L2-AR3,0.0863,0.1638,1.0,0.0,0.0,10,6,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,0.3562,0.3562,1.0,0.0,0.0,8,6,2,alpha,alpha,composition_plus_daughter
L2-AR5,0.1312,0.1312,1.0,0.0,0.0,8,6,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,0.2492,0.2492,1.0,0.0,0.0,8,6,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,0.0896,0.1437,1.0,0.0,0.0,6,6,2,alpha,alpha,narrative_ejection
L2-AR8,0.407,0.407,1.0,0.0,0.0,8,6,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,-0.04,0.135,0.0,1.0,0.1,10,6,2,beta,beta,z_plus1_a_unchanged
L2-BR2,-0.3269,0.3594,0.0,1.0,0.0,10,6,2,beta,beta,neutron_to_proton
L2-BR3,-0.293,0.293,0.0,1.0,0.0,8,6,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,-0.1125,0.1375,0.0,1.0,0.0,8,6,2,beta,beta,charge_plus_z_change
L2-BR5,-0.0979,0.1271,0.0,1.0,0.0,6,6,2,beta,beta,charge_plus_a_unchanged
L2-BR6,-0.1203,0.1328,0.0,1.0,0.0,8,6,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,-0.3883,0.3883,0.0,1.0,0.0,8,6,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,-0.1211,0.2336,0.0,1.0,0.0,8,6,2,beta,beta,full_beta_process_spec
L2-GRAD-A,0.399,0.399,1.0,0.0,0.0,6,6,2,alpha,alpha,
L2-GRAD-B,-0.1781,0.3073,0.0,1.0,0.0,6,6,2,beta,beta,
L3-A1,0.2258,0.2258,1.0,0.0,0.0,8,6,3,alpha,alpha,helium4_equivalence
L3-A2,0.1469,0.1469,1.0,0.0,0.0,8,6,3,alpha,alpha,composite_nuclear_object
L3-A3,0.1635,0.1719,1.0,0.0,0.0,6,6,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,0.2208,0.2208,1.0,0.0,0.0,6,6,3,alpha,alpha,baryon_number_4
L3-B1,-0.3281,0.3281,0.0,1.0,0.0,8,6,3,beta,beta,lepton_family
L3-B2,-0.257,0.257,0.0,1.0,0.0,8,6,3,beta,beta,electron_equivalence
L3-B3,-0.2333,0.2333,0.0,1.0,0.0,6,6,3,beta,beta,not_nuclear_fragment
L3-B4,-0.1271,0.1646,0.0,1.0,0.0,6,6,3,beta,beta,muon_family
L3-FA,0.4266,0.4266,1.0,0.0,0.0,8,6,3,alpha,alpha,
L3-FB,-0.2359,0.2359,0.0,1.0,0.0,8,6,3,beta,beta,
AUX-A1,0.3188,0.3188,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-A10,-0.0125,0.1875,0.5,0.5,0.0,1,7,AUX,alpha,alpha,
AUX-A2,0.325,0.35,0.7,0.2,0.0,1,7,AUX,alpha,alpha,
AUX-A3,-0.0375,0.125,0.3,0.5,0.0,1,7,AUX,alpha,alpha,
AUX-A4,0.3812,0.3812,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-A5,0.375,0.425,0.8,0.2,0.0,1,7,AUX,alpha,alpha,
AUX-A6,0.4062,0.4062,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-A7,0.1625,0.225,0.8,0.2,0.0,1,7,AUX,alpha,alpha,
AUX-A8,0.1688,0.3562,0.5,0.5,0.0,1,7,AUX,alpha,alpha,
AUX-A9,0.075,0.125,0.6,0.3,0.0,1,7,AUX,alpha,alpha,
AUX-B1,-0.3938,0.3938,0.0,0.9,0.3,1,7,AUX,beta,beta,
AUX-B10,-0.5688,0.5688,0.0,1.0,1.0,1,7,AUX,beta,beta,
AUX-B2,-0.5375,0.5375,0.0,0.9,0.0,1,7,AUX,beta,beta,
AUX-B3,-0.3438,0.3438,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-B4,-1.0438,1.0438,0.0,1.0,0.8,1,7,AUX,beta,beta,
AUX-B5,-0.4688,0.4688,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-B6,-0.2438,0.4188,0.5,0.5,0.0,1,7,AUX,beta,beta,
AUX-B7,-0.4562,0.4562,0.0,0.8,0.0,1,7,AUX,beta,beta,
AUX-B8,0.0969,0.1094,0.8,0.1,0.0,1,7,AUX,beta,beta,
AUX-B9,-0.5188,0.5188,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-CF1,0.5188,0.5188,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-CF10,-0.4688,0.4688,0.0,0.9,0.0,1,7,AUX,beta,beta,
AUX-CF11,0.3438,0.3688,0.8,0.2,0.0,1,7,AUX,alpha,alpha,
AUX-CF12,-0.3375,0.3375,0.0,0.8,0.0,1,7,AUX,beta,beta,
AUX-CF2,-0.325,0.325,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-CF3,0.9,0.9,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-CF4,-0.5438,0.5438,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-CF5,0.4125,0.4125,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-CF6,-0.5625,0.5625,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-CF7,0.4188,0.4188,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-CF8,-0.4625,0.4625,0.0,0.9,0.5,1,7,AUX,beta,beta,
AUX-CF9,0.4438,0.4438,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-ISO1,0.575,0.625,0.5,0.3,0.0,1,7,AUX,alpha,alpha,
AUX-ISO10,-0.6312,0.6312,0.0,1.0,0.5,1,7,AUX,beta,beta,
AUX-ISO11,-0.4812,0.5188,0.2,0.6,0.5,1,7,AUX,beta,beta,
AUX-ISO12,-0.6375,0.6375,0.0,0.9,0.5,1,7,AUX,beta,beta,
AUX-ISO2,0.25,0.3875,0.5,0.5,0.0,1,7,AUX,alpha,alpha,
AUX-ISO3,0.2688,0.3812,0.5,0.5,0.0,1,7,AUX,alpha,alpha,
AUX-ISO4,0.6062,0.6062,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-ISO5,0.3312,0.4438,0.5,0.5,0.0,1,7,AUX,alpha,alpha,
AUX-ISO6,0.4,0.4875,0.5,0.4,0.0,1,7,AUX,alpha,alpha,
AUX-ISO7,-0.7375,0.7375,0.0,1.0,0.5,1,7,AUX,beta,beta,
AUX-ISO8,-0.6812,0.6812,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-ISO9,-0.55,0.55,0.0,1.0,0.4,1,7,AUX,beta,beta,
AUX-P1,0.3688,0.3812,0.9,0.1,0.0,1,7,AUX,alpha,alpha,
AUX-P10,-0.5625,0.5625,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-P11,-0.4,0.4,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-P12,-0.4375,0.4375,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-P2,0.7,0.7,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-P3,0.8375,0.8375,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-P4,0.5562,0.5562,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-P5,0.5219,0.5219,0.9,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-P6,0.6312,0.6312,1.0,0.0,0.0,1,7,AUX,alpha,alpha,
AUX-P7,-0.4125,0.425,0.1,0.9,0.0,1,7,AUX,beta,beta,
AUX-P8,-0.5188,0.5188,0.0,1.0,0.0,1,7,AUX,beta,beta,
AUX-P9,-0.8625,0.8625,0.0,1.0,1.0,1,7,AUX,beta,beta,
CP-L1-01,0.0062,0.4875,0.1,0.0,0.0,2,7,1,alpha,alpha,
CP-L1-02,-0.0781,0.7656,0.0,1.0,0.5,2,7,1,alpha,alpha,
CP-L1-03,0.0312,0.5,0.7,0.1,0.0,2,7,1,alpha,alpha,
CP-L1-04,0.0719,0.3281,0.7,0.2,0.0,2,7,1,alpha,alpha,
CP-L1-05,-0.1156,0.3406,0.0,1.0,0.0,2,7,1,alpha,alpha,
CP-L1-06,-0.0406,0.5719,0.1,0.9,0.0,2,7,1,alpha,alpha,
CP-L2-01,-0.1031,0.4531,0.1,0.9,0.5,2,7,2,alpha,alpha,
CP-L2-02,-0.1562,0.6188,0.0,1.0,0.0,2,7,2,alpha,alpha,
CP-L2-03,-0.0031,0.3656,0.5,0.5,0.0,2,7,2,alpha,alpha,
CP-L2-04,-0.3719,0.7906,0.0,1.0,0.2,2,7,2,alpha,alpha,
CP-L2-05,-0.1344,0.3844,0.0,1.0,0.4,2,7,2,alpha,alpha,
CP-L2-06,-0.0688,0.2875,0.0,0.8,0.0,2,7,2,alpha,alpha,
CP-L2-07,-0.0094,0.4656,0.3,0.5,0.0,2,7,2,alpha,alpha,
CP-L2-08,-0.2812,0.4188,0.0,1.0,0.0,2,7,2,alpha,alpha,
CP-L2-09,-0.275,0.4,0.0,1.0,0.35,2,7,2,alpha,alpha,
CP-L2-10,-0.0781,0.7344,0.1,0.7,0.2,2,7,2,alpha,alpha,
CP-L2-11,-0.1375,0.175,0.0,1.0,0.0,2,7,2,alpha,alpha,
CP-L2-12,-0.2562,0.6312,0.0,1.0,0.0,2,7,2,alpha,alpha,
CP-L2-13,-0.2625,0.4625,0.0,1.0,0.0,2,7,2,alpha,alpha,
CP-L2-14,-0.1375,0.3125,0.1,0.8,0.0,2,7,2,alpha,alpha,
CP-L3-01,-0.2219,0.3156,0.0,1.0,0.0,2,7,3,alpha,alpha,
CP-L3-02,-0.2656,0.2906,0.0,1.0,0.0,2,7,3,alpha,alpha,
CP-L3-03,-0.0156,0.3656,0.5,0.5,0.0,2,7,3,alpha,alpha,
CP-L3-04,-0.1656,0.3906,0.1,0.8,0.0,2,7,3,alpha,alpha,
KW-A1,-0.0812,0.1938,0.2,0.7,0.0,2,7,1,alpha,alpha,
KW-A2,0.125,0.2938,0.9,0.1,0.0,2,7,1,alpha,alpha,
KW-A3,0.6594,0.6594,1.0,0.0,0.25,2,7,1,alpha,alpha,
KW-A4,0.1344,0.1969,0.8,0.2,0.0,2,7,1,alpha,alpha,
KW-A5,0.5625,0.5625,1.0,0.0,0.0,2,7,1,alpha,alpha,
KW-A6,0.3453,0.4297,0.8,0.1,0.0,2,7,1,alpha,alpha,
KW-B1,-0.2906,0.2906,0.0,1.0,0.0,2,7,1,beta,beta,
KW-B2,-0.8656,0.8656,0.0,1.0,0.9,2,7,1,beta,beta,
KW-B3,-0.6656,0.6656,0.0,1.0,0.5,2,7,1,beta,beta,
KW-B4,-0.4875,0.4875,0.0,1.0,0.0,2,7,1,beta,beta,
KW-B5,-0.5453,0.5453,0.0,1.0,0.0,2,7,1,beta,beta,
KW-B6,-0.6422,0.6422,0.0,1.0,0.45,2,7,1,beta,beta,
L1-A1,0.2318,0.2474,1.0,0.0,0.0,12,7,1,alpha,alpha,emitted_charge_plus2
L1-A2,0.4026,0.4099,1.0,0.0,0.0,12,7,1,alpha,alpha,emitted_mass4
L1-A3,0.4724,0.4734,1.0,0.0,0.0,12,7,1,alpha,alpha,daughter_z_minus2
L1-A4,0.4206,0.4244,1.0,0.0,0.0,10,7,1,alpha,alpha,daughter_a_minus4
L1-A5,0.3758,0.3898,1.0,0.0,0.0,8,7,1,alpha,alpha,emitted_2protons
L1-A6,0.5102,0.5305,1.0,0.0,0.0,8,7,1,alpha,alpha,emitted_2neutrons
L1-B1,-0.3974,0.3995,0.0,1.0,0.0833,12,7,1,beta,beta,emitted_charge_minus1
L1-B2,-0.5125,0.5177,0.0,1.0,0.4,12,7,1,beta,beta,daughter_z_plus1
L1-B3,-0.4417,0.4427,0.0,1.0,0.0,12,7,1,beta,beta,daughter_a_unchanged
L1-B4,-0.4381,0.4431,0.0,1.0,0.46,10,7,1,beta,beta,antineutrino_emitted
L1-B5,-0.3555,0.3586,0.0,1.0,0.0,8,7,1,beta,beta,emitted_mass_negligible
L1-B6,-0.6312,0.6312,0.0,1.0,0.2375,8,7,1,beta,beta,daughter_n_minus1
L2-AR1,0.1906,0.2656,0.8,0.2,0.0,10,7,2,alpha,alpha,composition_2p2n
L2-AR2,0.1719,0.2081,0.8,0.2,0.0,10,7,2,alpha,alpha,charge_plus_mass
L2-AR3,0.5231,0.5244,1.0,0.0,0.0,10,7,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,0.2602,0.4414,0.6,0.4,0.0,8,7,2,alpha,alpha,composition_plus_daughter
L2-AR5,0.257,0.307,0.8,0.2,0.0,8,7,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,0.3398,0.3945,1.0,0.0,0.0,8,7,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,0.1635,0.2302,0.7,0.3,0.0,6,7,2,alpha,alpha,narrative_ejection
L2-AR8,0.2234,0.2781,0.8,0.2,0.0,8,7,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,-0.64,0.6438,0.0,1.0,0.31,10,7,2,beta,beta,z_plus1_a_unchanged
L2-BR2,-0.5691,0.5778,0.0,1.0,0.19,10,7,2,beta,beta,neutron_to_proton
L2-BR3,-0.5305,0.5336,0.0,1.0,0.1625,8,7,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,-0.4367,0.4461,0.0,1.0,0.1625,8,7,2,beta,beta,charge_plus_z_change
L2-BR5,-0.4635,0.4677,0.0,1.0,0.1667,6,7,2,beta,beta,charge_plus_a_unchanged
L2-BR6,-0.6688,0.6703,0.0,1.0,0.4125,8,7,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,-0.6539,0.6539,0.0,1.0,0.125,8,7,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,-0.6527,0.6527,0.0,1.0,0.35,8,7,2,beta,beta,full_beta_process_spec
L2-GRAD-A,-0.1302,0.2594,0.0,1.0,0.0,6,7,2,alpha,alpha,
L2-GRAD-B,-0.4281,0.4469,0.0,1.0,0.0,6,7,2,beta,beta,
L3-A1,0.0582,0.2191,0.7,0.2,0.0,8,7,3,alpha,alpha,helium4_equivalence
L3-A2,0.1746,0.2566,0.8,0.2,0.0,8,7,3,alpha,alpha,composite_nuclear_object
L3-A3,0.2891,0.3589,0.9,0.1,0.0,6,7,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,0.325,0.3271,1.0,0.0,0.0,6,7,3,alpha,alpha,baryon_number_4
L3-B1,-0.4617,0.4617,0.0,1.0,0.0,8,7,3,beta,beta,lepton_family
L3-B2,-0.4527,0.4629,0.0,1.0,0.0,8,7,3,beta,beta,electron_equivalence
L3-B3,-0.524,0.526,0.0,1.0,0.15,6,7,3,beta,beta,not_nuclear_fragment
L3-B4,-0.4219,0.424,0.0,1.0,0.0,6,7,3,beta,beta,muon_family
L3-FA,0.2727,0.3633,0.8,0.2,0.0,8,7,3,alpha,alpha,
L3-FB,-0.4801,0.4816,0.0,1.0,0.05,8,7,3,beta,beta,
AUX-A1,-0.2969,0.2969,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-A10,0.0,0.0312,0.25,0.25,0.0,1,8,AUX,alpha,alpha,
AUX-A2,-0.4062,0.4062,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-A3,-0.0938,0.0938,0.0,0.75,0.0,1,8,AUX,alpha,alpha,
AUX-A4,-0.4062,0.4062,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-A5,-0.125,0.125,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-A6,-0.6562,0.6562,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-A7,-0.4688,0.4688,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-A8,-0.3438,0.3438,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-A9,-0.25,0.25,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-B1,0.125,0.125,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-B10,0.5781,0.5781,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-B2,-0.0312,0.0312,0.0,0.5,0.0,1,8,AUX,beta,beta,
AUX-B3,0.4844,0.4844,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-B4,-0.1094,0.1094,0.0,1.0,0.0,1,8,AUX,beta,beta,
AUX-B5,0.3281,0.3281,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-B6,0.3594,0.3594,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-B7,0.2031,0.2031,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-B8,0.6484,0.6484,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-B9,0.1562,0.1562,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-CF1,-0.5938,0.5938,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-CF10,0.3125,0.3125,1.0,0.0,0.75,1,8,AUX,beta,beta,
AUX-CF11,-0.4375,0.4375,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-CF12,0.5781,0.5781,1.0,0.0,1.0,1,8,AUX,beta,beta,
AUX-CF2,0.6562,0.6562,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-CF3,-0.5469,0.5469,0.0,1.0,1.0,1,8,AUX,alpha,alpha,
AUX-CF4,0.4375,0.4375,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-CF5,-0.5,0.5,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-CF6,0.6406,0.6406,1.0,0.0,1.0,1,8,AUX,beta,beta,
AUX-CF7,-0.4844,0.4844,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-CF8,0.6094,0.6094,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-CF9,-0.4844,0.4844,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-ISO1,-0.3281,0.3281,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-ISO10,0.2969,0.2969,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-ISO11,0.2656,0.2656,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-ISO12,0.3281,0.3281,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-ISO2,-0.1875,0.1875,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-ISO3,-0.2188,0.2188,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-ISO4,-0.2969,0.2969,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-ISO5,0.0312,0.0312,0.25,0.0,0.0,1,8,AUX,alpha,alpha,
AUX-ISO6,-0.2812,0.2812,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-ISO7,0.3281,0.3281,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-ISO8,0.125,0.125,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-ISO9,0.2969,0.2969,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-P1,-0.7969,0.7969,0.0,1.0,1.0,1,8,AUX,alpha,alpha,
AUX-P10,0.4531,0.4531,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-P11,0.375,0.375,1.0,0.0,0.0,1,8,AUX,beta,beta,
AUX-P12,1.0625,1.0625,1.0,0.0,1.0,1,8,AUX,beta,beta,
AUX-P2,-0.5469,0.5469,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-P3,-0.1875,0.1875,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-P4,-0.2969,0.2969,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-P5,-0.4844,0.4844,0.0,1.0,0.0,1,8,AUX,alpha,alpha,
AUX-P6,-0.5156,0.5156,0.0,1.0,0.25,1,8,AUX,alpha,alpha,
AUX-P7,0.5781,0.5781,1.0,0.0,1.0,1,8,AUX,beta,beta,
AUX-P8,0.7031,0.7031,1.0,0.0,1.0,1,8,AUX,beta,beta,
AUX-P9,0.0312,0.0625,0.5,0.25,0.0,1,8,AUX,beta,beta,
CP-L1-01,0.0469,0.3906,1.0,0.0,0.5,2,8,1,alpha,alpha,
CP-L1-02,-0.2031,0.2656,0.0,1.0,0.0,2,8,1,alpha,alpha,
CP-L1-03,-0.1484,0.3984,0.0,1.0,0.0,2,8,1,alpha,alpha,
CP-L1-04,0.125,0.6406,1.0,0.0,0.0,2,8,1,alpha,alpha,
CP-L1-05,-0.1406,0.5469,0.0,1.0,0.0,2,8,1,alpha,alpha,
CP-L1-06,-0.1172,0.4297,0.0,1.0,0.0,2,8,1,alpha,alpha,
CP-L2-01,0.3047,0.5859,1.0,0.0,0.0,2,8,2,alpha,alpha,
CP-L2-02,-0.0234,0.4453,0.0,0.75,0.5,2,8,2,alpha,alpha,
CP-L2-03,0.1172,0.4297,1.0,0.0,0.0,2,8,2,alpha,alpha,
CP-L2-04,-0.2266,0.3203,0.0,1.0,0.0,2,8,2,alpha,alpha,
CP-L2-05,-0.0469,0.5781,0.0,1.0,0.0,2,8,2,alpha,alpha,
CP-L2-06,0.1953,0.6953,1.0,0.0,0.5,2,8,2,alpha,alpha,
CP-L2-07,-0.0781,0.625,0.0,1.0,0.0,2,8,2,alpha,alpha,
CP-L2-08,0.2344,0.8281,1.0,0.0,0.0,2,8,2,alpha,alpha,
CP-L2-09,-0.2344,0.5469,0.0,1.0,0.0,2,8,2,alpha,alpha,
CP-L2-10,-0.2891,0.3047,0.0,1.0,0.5,2,8,2,alpha,alpha,
CP-L2-11,0.1484,0.3203,1.0,0.0,0.5,2,8,2,alpha,alpha,
CP-L2-12,0.1523,0.6523,1.0,0.0,0.0,2,8,2,alpha,alpha,
CP-L2-13,-0.0078,0.3047,0.25,0.25,0.0,2,8,2,alpha,alpha,
CP-L2-14,-0.0312,0.5938,0.0,0.75,0.5,2,8,2,alpha,alpha,
CP-L3-01,0.0391,0.3672,0.75,0.0,0.0,2,8,3,alpha,alpha,
CP-L3-02,0.3555,0.3633,1.0,0.0,0.25,2,8,3,alpha,alpha,
CP-L3-03,-0.0781,0.5625,0.0,1.0,0.0,2,8,3,alpha,alpha,
CP-L3-04,0.1484,0.3203,1.0,0.0,0.0,2,8,3,alpha,alpha,
KW-A1,-0.2422,0.2422,0.0,1.0,0.0,2,8,1,alpha,alpha,
KW-A2,-0.2891,0.2891,0.0,1.0,0.0,2,8,1,alpha,alpha,
KW-A3,-0.3984,0.3984,0.0,1.0,0.0,2,8,1,alpha,alpha,
KW-A4,-0.3828,0.3828,0.0,1.0,0.0,2,8,1,alpha,alpha,
KW-A5,-0.3047,0.3047,0.0,1.0,0.0,2,8,1,alpha,alpha,
KW-A6,-0.5,0.5,0.0,1.0,0.0,2,8,1,alpha,alpha,
KW-B1,0.7734,0.7734,1.0,0.0,0.0,2,8,1,beta,beta,
KW-B2,0.1016,0.1016,1.0,0.0,0.0,2,8,1,beta,beta,
KW-B3,0.1406,0.1406,1.0,0.0,0.0,2,8,1,beta,beta,
KW-B4,0.7031,0.7031,1.0,0.0,0.5,2,8,1,beta,beta,
KW-B5,0.75,0.75,1.0,0.0,0.0,2,8,1,beta,beta,
KW-B6,0.2656,0.2656,1.0,0.0,0.0,2,8,1,beta,beta,
L1-A1,-0.5651,0.5651,0.0,1.0,0.0833,12,8,1,alpha,alpha,emitted_charge_plus2
L1-A2,-0.5326,0.5326,0.0,1.0,0.0,12,8,1,alpha,alpha,emitted_mass4
L1-A3,-0.5143,0.5143,0.0,1.0,0.0,12,8,1,alpha,alpha,daughter_z_minus2
L1-A4,-0.5625,0.5625,0.0,1.0,0.0,10,8,1,alpha,alpha,daughter_a_minus4
L1-A5,-0.5449,0.5449,0.0,1.0,0.0,8,8,1,alpha,alpha,emitted_2protons
L1-A6,-0.3555,0.3555,0.0,1.0,0.125,8,8,1,alpha,alpha,emitted_2neutrons
L1-B1,0.806,0.806,1.0,0.0,0.5833,12,8,1,beta,beta,emitted_charge_minus1
L1-B2,0.2604,0.2604,1.0,0.0,0.0,12,8,1,beta,beta,daughter_z_plus1
L1-B3,0.4193,0.4193,1.0,0.0,0.0208,12,8,1,beta,beta,daughter_a_unchanged
L1-B4,0.6406,0.6406,1.0,0.0,0.4,10,8,1,beta,beta,antineutrino_emitted
L1-B5,0.7422,0.7422,1.0,0.0,0.3438,8,8,1,beta,beta,emitted_mass_negligible
L1-B6,0.2969,0.2969,1.0,0.0,0.3438,8,8,1,beta,beta,daughter_n_minus1
L2-AR1,-0.0969,0.3062,0.0,1.0,0.0,10,8,2,alpha,alpha,composition_2p2n
L2-AR2,-0.2984,0.2984,0.0,1.0,0.0,10,8,2,alpha,alpha,charge_plus_mass
L2-AR3,-0.5203,0.5203,0.0,1.0,0.2,10,8,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,-0.5117,0.5117,0.0,1.0,0.0,8,8,2,alpha,alpha,composition_plus_daughter
L2-AR5,-0.4805,0.4805,0.0,1.0,0.0,8,8,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,-0.4277,0.4277,0.0,1.0,0.0,8,8,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,-0.4219,0.5521,0.0,1.0,0.0,6,8,2,alpha,alpha,narrative_ejection
L2-AR8,-0.1826,0.1826,0.0,1.0,0.0,8,8,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,0.3078,0.3078,1.0,0.0,0.1,10,8,2,beta,beta,z_plus1_a_unchanged
L2-BR2,0.793,0.793,1.0,0.0,0.0,10,8,2,beta,beta,neutron_to_proton
L2-BR3,0.5625,0.5625,1.0,0.0,0.0,8,8,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,0.4648,0.4648,1.0,0.0,0.375,8,8,2,beta,beta,charge_plus_z_change
L2-BR5,0.526,0.526,1.0,0.0,0.3333,6,8,2,beta,beta,charge_plus_a_unchanged
L2-BR6,0.4355,0.4355,1.0,0.0,0.25,8,8,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,0.5518,0.5518,1.0,0.0,0.0,8,8,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,0.4609,0.4609,1.0,0.0,0.0,8,8,2,beta,beta,full_beta_process_spec
L2-GRAD-A,-0.0547,0.2604,0.25,0.75,0.0,6,8,2,alpha,alpha,
L2-GRAD-B,0.4557,0.4557,1.0,0.0,0.5417,6,8,2,beta,beta,
L3-A1,-0.293,0.332,0.0,1.0,0.0,8,8,3,alpha,alpha,helium4_equivalence
L3-A2,-0.2969,0.3086,0.0,1.0,0.0,8,8,3,alpha,alpha,composite_nuclear_object
